Date,TickerName,StockPrice_x,NetEPS,PE,StockPrice_y,BookValuePerShare,PB,Rolling_P10_PE,Rolling_P90_PE,Rolling_P10_PB,Rolling_P90_PB,Signal,RollingWindow
2016-12-31,GOOGL,39.39,$1.39,28.3,39.39,$10.06,3.92,18.804,30.286,3.218,4.316,1,180
2017-03-31,GOOGL,42.14,$1.48,28.53,42.14,$10.47,4.02,19.002,30.238000000000003,3.229,4.303,1,180
2017-06-30,GOOGL,46.21,$1.38,33.54,46.21,$10.70,4.32,19.2,30.67,3.24,4.32,1,180
2017-09-30,GOOGL,48.4,$1.49,32.4,48.4,$11.31,4.28,19.213,31.813000000000002,3.245,4.317,1,180
2017-12-31,GOOGL,52.36,$0.90,58.3,52.36,$10.97,4.77,19.226,32.308,3.25,4.4,-1,180
2018-03-31,GOOGL,51.55,$1.18,43.76,51.55,$11.57,4.45,19.239,33.198,3.2550000000000003,4.441,-1,180
2018-06-30,GOOGL,56.12,$1.15,48.61,56.12,$11.64,4.82,19.252,33.660000000000004,3.2600000000000002,4.594,-1,180
2018-09-30,GOOGL,59.99,$1.33,45.14,59.99,$12.20,4.92,19.265,38.75,3.265,4.73,-1,180
2018-12-31,GOOGL,51.94,$2.19,23.77,51.94,$12.77,4.07,19.278,37.74799999999998,3.27,4.7219999999999995,1,180
2019-03-31,GOOGL,58.49,$1.99,29.34,58.49,$13.20,4.43,19.291,36.746000000000045,3.275,4.714,1,180
2019-06-30,GOOGL,53.82,$2.48,21.73,53.82,$13.85,3.89,19.304,35.74400000000003,3.2800000000000002,4.706,1,180
2019-09-30,GOOGL,60.69,$2.33,26.05,60.69,$14.11,4.3,19.317,34.74200000000002,3.285,4.698,1,180
2019-12-31,GOOGL,66.57,$2.46,27.07,66.57,$14.63,4.55,19.33,33.74,3.29,4.69,1,180
2020-03-31,GOOGL,57.75,$2.48,23.31,57.75,$14.89,3.88,19.451999999999998,33.72,3.298,4.676,1,180
2020-06-30,GOOGL,70.48,$2.27,31.0,70.48,$15.22,4.63,19.573999999999998,33.7,3.306,4.678000000000001,1,180
2020-09-30,GOOGL,72.84,$2.59,28.15,72.84,$15.71,4.64,19.695999999999998,33.68,3.314,4.675000000000001,1,180
2020-12-31,GOOGL,87.11,$2.94,29.68,87.11,$16.48,5.29,19.818,33.660000000000004,3.322,4.738,1,180
2021-03-31,GOOGL,102.51,$3.76,27.29,102.51,$17.14,5.98,19.939999999999998,33.64,3.33,4.795,1,180
2021-06-30,GOOGL,121.36,$4.61,26.31,121.36,$17.79,6.82,20.062,33.62,3.338,4.86,1,180
2021-09-30,GOOGL,132.88,$5.19,25.59,132.88,$18.40,7.22,20.184,33.6,3.346,5.0310000000000015,1,180
2021-12-31,GOOGL,143.99,$5.61,25.66,143.99,$19.00,7.58,20.306,33.58,3.354,5.32,1,180
2022-03-31,GOOGL,138.24,$5.53,25.01,138.24,$19.28,7.17,20.428,33.56,3.362,5.4940000000000015,1,180
2022-06-30,GOOGL,108.31,$5.38,20.15,108.31,$19.53,5.55,20.15,33.54,3.37,5.55,1,180
2022-09-30,GOOGL,95.08,$5.04,18.88,95.08,$19.55,4.86,19.412,33.425999999999995,3.378,5.539,1,180
2022-12-31,GOOGL,87.7,$4.55,19.27,87.7,$19.93,4.4,19.282,33.312000000000005,3.386,5.5280000000000005,1,180
2023-03-31,GOOGL,103.11,$4.49,22.96,103.11,$20.51,5.03,19.288,33.198,3.394,5.517,1,180
2023-06-30,GOOGL,118.99,$4.72,25.21,118.99,$21.15,5.63,19.294,33.084,3.402,5.598,1,180
2023-09-30,GOOGL,130.08,$5.21,24.97,130.08,$21.78,5.97,19.299999999999997,32.97,3.41,5.8,1,180
2023-12-31,GOOGL,138.86,$5.80,23.94,138.86,$22.74,6.11,19.305999999999997,32.855999999999995,3.418,5.974,1,180
2024-03-31,GOOGL,150.03,$6.52,23.01,150.03,$23.65,6.34,19.311999999999998,32.742000000000004,3.426,6.019000000000001,1,180
2024-06-30,GOOGL,181.27,$6.97,26.01,181.27,$24.41,7.43,19.317999999999998,32.628,3.434,6.156000000000001,1,180
2024-09-30,GOOGL,165.27,$7.54,21.92,165.27,$25.61,6.45,19.323999999999998,32.514,3.442,6.351,1,180
2024-12-31,GOOGL,188.85,$8.05,23.46,188.85,$26.62,7.09,19.33,32.4,3.45,6.45,1,180
2025-03-31,GOOGL,154.45,$8.97,17.22,154.45,$28.41,5.44,19.276,32.354,3.4520000000000004,6.439,1,180
2025-06-30,GOOGL,176.23,$7.08,24.89,176.23,$29.98,5.88,19.282,32.308,3.454,6.428000000000001,1,180
2025-07-28,GOOGL,192.53,,27.19,192.53,,6.42,19.288,32.262,3.4560000000000004,6.441,1,180
2013-03-31,META,25.44,$0.02,1272.02,25.44,$4.94,5.15,,,,,0,180
2013-06-30,META,24.74,$0.23,107.58,24.74,$5.11,4.84,,,,,0,180
2013-09-30,META,49.96,$0.42,118.94,49.96,$5.35,9.34,,,,,0,180
2013-12-31,META,54.35,$0.59,92.12,54.35,$6.10,8.91,,,,,0,180
2014-03-31,META,59.91,$0.75,79.88,59.91,$6.56,9.14,84.776,810.788,4.964,9.26,1,180
2014-06-30,META,66.92,$0.92,72.74,66.92,$7.15,9.36,76.31,695.48,4.995,9.35,1,180
2014-09-30,META,78.61,$1.05,74.87,78.61,$8.18,9.61,74.018,580.1720000000004,5.026,9.459999999999999,1,180
2014-12-31,META,77.59,$1.10,70.54,77.59,$12.99,5.97,72.08,464.86399999999975,5.057,9.434999999999999,1,180
2015-03-31,META,81.77,$1.03,79.38,81.77,$13.45,6.08,72.3,349.55600000000015,5.088,9.41,1,180
2015-06-30,META,85.3,$0.98,87.04,85.3,$14.09,6.05,72.52,234.2479999999996,5.119000000000001,9.385,1,180
2015-09-30,META,89.41,$0.99,90.31,89.41,$14.72,6.07,72.74,118.94,5.15,9.36,1,180
2015-12-31,META,104.09,$1.28,81.32,104.09,$15.60,6.67,72.953,117.804,5.232,9.357999999999999,1,180
2016-03-31,META,113.48,$1.62,70.05,113.48,$16.54,6.86,70.98,116.668,5.314,9.356,1,180
2016-06-30,META,113.66,$2.08,54.64,113.66,$17.60,6.46,70.197,115.53200000000001,5.396,9.354,1,180
2016-09-30,META,127.57,$2.59,49.25,127.57,$18.82,6.78,60.804,114.39599999999999,5.478,9.352,1,180
2016-12-31,META,114.42,$3.26,35.1,114.42,$20.47,5.59,51.945,113.25999999999999,5.37,9.35,1,180
2017-03-31,META,141.28,$3.78,37.37,141.28,$21.46,6.58,44.498,112.124,5.414,9.347999999999999,1,180
2017-06-30,META,150.16,$4.39,34.2,150.16,$22.92,6.55,36.689,110.988,5.458,9.346,1,180
2017-09-30,META,169.94,$5.16,32.93,169.94,$24.52,6.93,34.92,109.85199999999999,5.502,9.344,1,180
2017-12-31,META,175.5,$5.39,32.56,175.5,$25.58,6.86,34.073,108.71600000000001,5.546,9.342,1,180
2018-03-31,META,158.92,$6.04,26.31,158.92,$26.75,5.94,32.93,107.58,5.59,9.34,1,180
2018-06-30,META,193.26,$6.46,29.92,193.26,$27.46,7.04,32.597,106.03400000000003,5.625,9.32,1,180
2018-09-30,META,163.56,$6.63,24.67,163.56,$27.96,5.85,30.448000000000004,104.48800000000001,5.6419999999999995,9.3,1,180
2018-12-31,META,130.38,$7.57,17.22,130.38,$29.48,4.42,27.393,102.942,5.282,9.28,1,180
2019-03-31,META,165.78,$6.73,24.63,165.78,$30.29,5.47,25.326,101.39600000000002,5.2780000000000005,9.26,1,180
2019-06-30,META,191.95,$5.90,32.53,191.95,$31.10,6.17,25.490000000000002,99.85,5.3100000000000005,9.24,1,180
2019-09-30,META,177.11,$6.26,28.29,177.11,$32.94,5.38,25.654,98.30400000000003,5.288,9.22,1,180
2019-12-31,META,204.13,$6.44,31.7,204.13,$35.43,5.76,25.818,96.75800000000001,5.311,9.200000000000001,1,180
2020-03-31,META,165.89,$7.30,22.72,165.89,$36.94,4.49,24.662000000000003,95.21199999999999,5.088,9.18,1,180
2020-06-30,META,225.83,$8.19,27.57,225.83,$38.75,5.83,24.666,93.66600000000003,5.119000000000001,9.16,1,180
2020-09-30,META,260.47,$8.78,29.67,260.47,$41.31,6.31,24.67,92.12,5.15,9.14,1,180
2020-12-31,META,271.67,$10.10,26.9,271.67,$45.03,6.03,24.834000000000003,91.93900000000001,5.173,9.117,1,180
2021-03-31,META,292.92,$11.69,25.06,292.92,$47.05,6.23,24.748,91.75800000000001,5.196000000000001,9.094000000000001,1,180
2021-06-30,META,345.81,$13.50,25.62,345.81,$48.91,7.07,24.787000000000003,91.577,5.219,9.071,1,180
2021-09-30,META,337.54,$14.01,24.09,337.54,$47.75,7.07,24.646,91.396,5.242,9.048,1,180
2021-12-31,META,334.52,$13.80,24.24,334.52,$45.56,7.34,24.435,91.215,5.265000000000001,9.025,1,180
2022-03-31,META,221.15,$13.22,16.73,221.15,$45.40,4.87,24.18,91.034,5.038,9.002,1,180
2022-06-30,META,160.37,$12.07,13.29,160.37,$46.63,3.44,23.679,90.85300000000001,4.861,8.979000000000001,1,180
2022-09-30,META,134.94,$10.49,12.86,134.94,$46.56,2.9,21.62,90.67200000000001,4.77,8.956000000000001,1,180
2022-12-31,META,119.68,$8.58,13.95,119.68,$48.09,2.49,17.171,90.491,4.4830000000000005,8.933,1,180
2023-03-31,META,210.78,$8.06,26.15,210.78,$48.63,4.33,17.22,90.31,4.42,8.91,1,180
2023-06-30,META,285.41,$8.58,33.27,285.41,$52.09,5.48,17.770000000000003,89.983,4.427,8.752999999999998,1,180
2023-09-30,META,298.57,$11.33,26.35,298.57,$55.57,5.37,18.32,89.65600000000002,4.434,8.596000000000007,1,180
2023-12-31,META,352.03,$14.90,23.63,352.03,$59.81,5.89,18.869999999999997,89.32900000000001,4.441,8.439000000000004,1,180
2024-03-31,META,483.44,$17.41,27.77,483.44,$58.94,8.2,19.42,89.00200000000001,4.448,8.626000000000001,1,180
2024-06-30,META,502.5,$19.59,25.65,502.5,$61.89,8.12,19.97,88.67500000000001,4.455,8.555,1,180
2024-09-30,META,571.03,$21.23,26.9,571.03,$65.19,8.76,20.520000000000003,88.348,4.462,8.82,1,180
2024-12-31,META,584.54,$23.92,24.44,584.54,$72.07,8.11,21.07,88.02100000000002,4.469,8.805,1,180
2025-03-31,META,575.92,$25.64,22.46,575.92,$73.34,7.85,21.412000000000006,87.69400000000002,4.476,8.790000000000001,1,180
2025-07-28,META,717.63,,27.99,717.63,,9.79,21.936000000000003,87.367,4.4830000000000005,8.933,0,180
2009-12-31,MSFT,22.84,$1.81,12.62,22.84,$5.03,4.54,,,,,0,180
2010-03-31,MSFT,22.05,$1.93,11.42,22.05,$5.22,4.23,,,,,0,180
2010-06-30,MSFT,17.4,$2.10,8.29,17.4,$5.33,3.27,,,,,0,180
2010-09-30,MSFT,18.62,$2.32,8.02,18.62,$5.48,3.4,,,,,0,180
2010-12-31,MSFT,21.35,$2.35,9.08,21.35,$5.77,3.7,8.128,12.139999999999999,3.322,4.416,1,180
2011-03-31,MSFT,19.53,$2.51,7.78,19.53,$6.34,3.08,7.9,12.02,3.175,4.385,1,180
2011-06-30,MSFT,20.13,$2.69,7.48,20.13,$6.82,2.95,7.66,11.9,3.028,4.354,1,180
2011-09-30,MSFT,19.4,$2.75,7.05,19.4,$7.06,2.75,7.351,11.78,2.89,4.323,1,180
2011-12-31,MSFT,20.38,$2.76,7.39,20.38,$7.65,2.66,7.322,11.66,2.732,4.292000000000001,1,180
2012-03-31,MSFT,25.5,$2.75,9.27,25.5,$8.17,3.12,7.356,11.54,2.741,4.261,1,180
2012-06-30,MSFT,24.33,$2.00,12.17,24.33,$7.92,3.07,7.39,12.17,2.75,4.23,1,180
2012-09-30,MSFT,23.83,$1.85,12.88,23.83,$8.17,2.92,7.399,12.575,2.767,4.1770000000000005,1,180
2012-12-31,MSFT,21.56,$1.83,11.78,21.56,$8.67,2.49,7.4079999999999995,12.53,2.678,4.1240000000000006,1,180
2013-03-31,MSFT,23.29,$1.95,11.94,23.29,$9.19,2.54,7.417,12.485,2.576,4.071000000000001,1,180
2013-06-30,MSFT,28.31,$2.60,10.89,28.31,$9.48,2.99,7.426,12.44,2.588,4.018,1,180
2013-09-30,MSFT,27.47,$2.69,10.21,27.47,$9.78,2.81,7.4350000000000005,12.395,2.6,3.9650000000000003,1,180
2013-12-31,MSFT,31.11,$2.71,11.48,31.11,$10.25,3.03,7.444,12.35,2.612,3.9120000000000004,1,180
2014-03-31,MSFT,34.34,$2.67,12.86,34.34,$10.58,3.24,7.453,12.692,2.624,3.8590000000000004,1,180
2014-06-30,MSFT,35.19,$2.63,13.38,35.19,$10.90,3.23,7.462000000000001,12.863999999999999,2.636,3.806,1,180
2014-09-30,MSFT,39.36,$2.55,15.44,39.36,$10.92,3.6,7.471,12.930000000000001,2.648,3.753000000000001,1,180
2014-12-31,MSFT,39.69,$2.48,16.0,39.69,$11.18,3.55,7.48,13.38,2.66,3.7,1,180
2015-03-31,MSFT,34.99,$2.41,14.52,34.99,$11.11,3.15,7.510000000000001,14.406000000000002,2.669,3.6900000000000004,1,180
2015-06-30,MSFT,38.24,$1.46,26.19,38.24,$9.98,3.83,7.54,15.256,2.678,3.8040000000000003,-1,180
2015-09-30,MSFT,38.59,$1.49,25.9,38.59,$9.70,3.98,7.57,15.831999999999999,2.6870000000000003,3.935,-1,180
2015-12-31,MSFT,48.69,$1.40,34.78,48.69,$9.69,5.03,7.6000000000000005,21.940000000000012,2.696,4.130000000000001,-1,180
2016-03-31,MSFT,48.82,$1.26,38.75,48.82,$9.51,5.14,7.630000000000001,26.045,2.705,4.385,-1,180
2016-06-30,MSFT,45.55,$2.05,22.22,45.55,$9.22,4.94,7.66,26.016000000000002,2.714,4.700000000000001,1,180
2016-09-30,MSFT,51.59,$2.08,24.8,51.59,$9.04,5.71,7.69,25.987,2.723,4.9670000000000005,1,180
2016-12-31,MSFT,56.04,$2.12,26.43,56.04,$8.90,6.29,7.720000000000001,26.238,2.732,5.0520000000000005,1,180
2017-03-31,MSFT,59.75,$2.26,26.44,59.75,$9.03,6.62,7.75,26.431,2.741,5.197000000000001,1,180
2017-06-30,MSFT,62.89,$2.70,23.29,62.89,$11.38,5.53,7.78,26.43,2.75,5.53,1,180
2017-09-30,MSFT,68.33,$2.94,23.24,68.33,$11.61,5.88,7.804,26.406,2.7560000000000002,5.692,1,180
2017-12-31,MSFT,78.86,$1.46,54.01,78.86,$10.17,7.75,7.828,26.438000000000002,2.762,5.846,-1,180
2018-03-31,MSFT,84.54,$1.80,46.96,84.54,$10.30,8.2,7.852,32.27799999999999,2.7680000000000002,6.167,-1,180
2018-06-30,MSFT,91.73,$2.11,43.47,91.73,$10.77,8.51,7.876,37.162000000000006,2.774,6.488,-1,180
2018-09-30,MSFT,106.8,$2.41,44.32,106.8,$11.19,9.54,7.9,41.11,2.7800000000000002,7.1850000000000005,0,180
2018-12-31,MSFT,95.26,$4.31,22.1,95.26,$11.99,7.94,7.9239999999999995,40.63799999999999,2.786,7.826,0,180
2019-03-31,MSFT,111.21,$4.50,24.71,111.21,$12.37,8.99,7.9479999999999995,40.16600000000002,2.7920000000000003,8.018,0,180
2019-06-30,MSFT,126.79,$5.07,25.01,126.79,$13.39,9.47,7.9719999999999995,39.69400000000001,2.798,8.262,0,180
2019-09-30,MSFT,132.02,$5.31,24.86,132.02,$13.89,9.5,7.9959999999999996,39.22200000000001,2.8040000000000003,8.558,0,180
2019-12-31,MSFT,150.26,$5.74,26.18,150.26,$14.47,10.39,8.02,38.75,2.81,8.99,0,180
2020-03-31,MSFT,150.68,$6.00,25.11,150.68,$15.09,9.99,8.046999999999999,38.352999999999994,2.821,9.422,0,180
2020-06-30,MSFT,194.98,$5.75,33.91,194.98,$15.63,12.48,8.074,37.95600000000002,2.832,9.494,0,180
2020-09-30,MSFT,202.0,$6.19,32.63,202.0,$16.31,12.38,8.100999999999999,37.55900000000001,2.843,9.527999999999999,0,180
2020-12-31,MSFT,214.17,$6.71,31.92,214.17,$17.26,12.41,8.128,37.162000000000006,2.854,9.81,0,180
2021-03-31,MSFT,227.55,$7.34,31.0,227.55,$17.85,12.75,8.155,36.765,2.865,10.190000000000001,0,180
2021-06-30,MSFT,262.06,$8.05,32.55,262.06,$18.88,13.88,8.181999999999999,36.367999999999995,2.876,11.185999999999998,0,180
2021-09-30,MSFT,273.24,$8.94,30.56,273.24,$20.24,13.5,8.209,35.97100000000002,2.887,12.389000000000001,0,180
2021-12-31,MSFT,326.56,$9.39,34.78,326.56,$21.33,15.31,8.235999999999999,35.57400000000001,2.898,12.424000000000001,0,180
2022-03-31,MSFT,299.98,$9.58,31.31,299.98,$21.77,13.78,8.263,35.17700000000001,2.909,12.507000000000001,0,180
2022-06-30,MSFT,250.48,$9.64,25.98,250.48,$22.31,11.23,8.29,34.78,2.92,12.48,0,180
2022-09-30,MSFT,227.62,$9.28,24.53,227.62,$23.28,9.78,8.369,34.78,2.923,12.473,0,180
2022-12-31,MSFT,235.04,$9.00,26.12,235.04,$24.59,9.56,8.447999999999999,34.78,2.926,12.466000000000001,0,180
2023-03-31,MSFT,283.27,$9.23,30.69,283.27,$26.18,10.82,8.527,34.78,2.929,12.459000000000001,0,180
2023-06-30,MSFT,335.33,$9.69,34.61,335.33,$27.75,12.08,8.606,34.78,2.932,12.452,0,180
2023-09-30,MSFT,311.57,$10.33,30.16,311.57,$29.70,10.49,8.684999999999999,34.78,2.935,12.445,0,180
2023-12-31,MSFT,371.82,$11.06,33.62,371.82,$32.06,11.6,8.764,34.78,2.938,12.438,0,180
2024-03-31,MSFT,416.77,$11.55,36.08,416.77,$34.06,12.24,8.843,35.17000000000001,2.9410000000000003,12.431000000000001,0,180
2024-06-30,MSFT,443.55,$11.81,37.56,443.55,$36.11,12.28,8.922,36.376000000000005,2.944,12.424000000000001,0,180
2024-09-30,MSFT,427.8,$12.12,35.3,427.8,$38.69,11.06,9.001,36.228,2.947,12.417,0,180
2024-12-31,MSFT,419.89,$12.42,33.81,419.89,$40.71,10.31,9.08,36.08,2.95,12.41,0,180
2025-03-31,MSFT,374.7,$12.94,28.96,374.7,$43.30,8.65,9.099,36.001999999999995,2.954,12.407,0,180
2025-07-28,MSFT,512.5,,39.61,512.5,,11.84,9.118,37.26400000000001,2.958,12.404,0,180
2009-10-31,NVDA,0.27,$-0.02,0.0,0.27,$0.11,2.51,,,,,0,180
2010-01-31,NVDA,0.35,$0.00,0.0,0.35,$0.12,2.97,,,,,0,180
2010-04-30,NVDA,0.36,$0.01,31.04,0.36,$0.13,2.88,,,,,0,180
2010-07-31,NVDA,0.21,$0.01,20.85,0.21,$0.12,1.75,,,,,0,180
2010-10-31,NVDA,0.28,$0.01,0.0,0.28,$0.12,2.21,0.0,26.964000000000002,1.934,2.934,1,180
2011-01-31,NVDA,0.55,$0.01,53.23,0.55,$0.14,4.06,0.0,42.135,1.98,3.5149999999999997,-1,180
2011-04-30,NVDA,0.46,$0.01,45.84,0.46,$0.14,3.19,0.0,48.79600000000001,2.026,3.5380000000000003,1,180
2011-07-31,NVDA,0.32,$0.02,14.03,0.32,$0.15,2.07,0.0,48.057,1.974,3.4509999999999996,1,180
2011-10-31,NVDA,0.34,$0.03,13.0,0.34,$0.16,2.08,0.0,47.318000000000005,2.006,3.364,1,180
2012-01-31,NVDA,0.34,$0.02,14.16,0.34,$0.17,2.0,0.0,46.579,1.975,3.2769999999999997,1,180
2012-04-30,NVDA,0.3,$0.02,14.26,0.3,$0.17,1.72,0.0,45.84,1.75,3.19,1,180
2012-07-31,NVDA,0.31,$0.02,15.99,0.31,$0.18,1.73,0.0,44.36000000000001,1.732,3.168,1,180
2012-10-31,NVDA,0.27,$0.02,13.46,0.27,$0.19,1.45,0.0,42.88000000000001,1.722,3.1460000000000004,1,180
2013-01-31,NVDA,0.28,$0.02,12.51,0.28,$0.20,1.45,0.0,41.40000000000002,1.531,3.124,1,180
2013-04-30,NVDA,0.32,$0.02,13.66,0.32,$0.21,1.53,0.0,39.919999999999995,1.482,3.102,1,180
2013-07-31,NVDA,0.34,$0.02,14.9,0.34,$0.18,1.87,0.0,38.44,1.49,3.08,1,180
2013-10-31,NVDA,0.36,$0.02,18.45,0.36,$0.19,1.87,0.0,36.96000000000001,1.498,3.0580000000000003,1,180
2014-01-31,NVDA,0.37,$0.02,19.9,0.37,$0.20,1.89,0.0,35.48000000000001,1.506,3.0360000000000005,1,180
2014-04-30,NVDA,0.44,$0.02,20.54,0.44,$0.19,2.34,0.0,33.999999999999986,1.514,3.014,1,180
2014-07-31,NVDA,0.42,$0.02,18.26,0.42,$0.20,2.1,0.0,32.52000000000002,1.522,2.9920000000000004,1,180
2014-10-31,NVDA,0.47,$0.03,18.24,0.47,$0.19,2.41,0.0,31.04,1.53,2.97,1,180
2015-01-31,NVDA,0.46,$0.03,16.4,0.46,$0.20,2.27,1.251000000000001,30.021000000000022,1.549,2.9610000000000003,1,180
2015-04-30,NVDA,0.53,$0.03,19.03,0.53,$0.21,2.53,2.502000000000002,29.002000000000006,1.568,2.9520000000000004,1,180
2015-07-31,NVDA,0.48,$0.02,20.2,0.48,$0.19,2.49,3.7530000000000032,27.982999999999993,1.587,2.943,1,180
2015-10-31,NVDA,0.69,$0.03,25.44,0.69,$0.21,3.32,5.004000000000004,28.800000000000008,1.606,3.1020000000000003,1,180
2016-01-31,NVDA,0.71,$0.03,26.37,0.71,$0.21,3.45,6.255,28.705,1.625,3.255,1,180
2016-04-30,NVDA,0.87,$0.03,29.59,0.87,$0.20,4.43,7.506000000000001,30.17,1.6440000000000001,3.3720000000000003,1,180
2016-07-31,NVDA,1.4,$0.04,36.79,1.4,$0.21,6.7,8.757000000000001,32.765,1.663,3.6330000000000005,0,180
2016-10-31,NVDA,1.75,$0.05,36.53,1.75,$0.25,7.09,10.008000000000003,36.582,1.682,4.1339999999999995,0,180
2017-01-31,NVDA,2.69,$0.06,42.08,2.69,$0.25,10.92,11.259000000000004,37.31900000000001,1.701,4.657000000000003,-1,180
2017-04-30,NVDA,2.57,$0.08,34.11,2.57,$0.26,9.98,12.51,36.79,1.72,6.7,0,180
2017-07-31,NVDA,4.01,$0.09,45.38,4.01,$0.25,16.12,12.559,41.55100000000001,1.721,7.051000000000001,-1,180
2017-10-31,NVDA,5.11,$0.10,50.64,5.11,$0.26,19.5,12.608,44.720000000000006,1.722,9.402000000000003,-1,180
2018-01-31,NVDA,6.08,$0.12,50.39,6.08,$0.31,19.72,12.657,45.702000000000005,1.723,10.638,-1,180
2018-04-30,NVDA,5.56,$0.15,37.02,5.56,$0.32,17.51,12.706,45.656000000000006,1.724,14.040000000000008,0,180
2018-07-31,NVDA,6.06,$0.17,35.39,6.06,$0.36,16.76,12.754999999999999,45.61,1.725,16.44,0,180
2018-10-31,NVDA,5.22,$0.19,27.88,5.22,$0.39,13.45,12.804,45.564,1.726,16.376,0,180
2019-01-31,NVDA,3.56,$0.17,21.5,3.56,$0.39,9.25,12.853,45.51800000000001,1.727,16.312000000000005,0,180
2019-04-30,NVDA,4.49,$0.13,33.96,4.49,$0.40,11.28,12.902,45.472,1.728,16.248000000000005,0,180
2019-07-31,NVDA,4.19,$0.11,37.84,4.19,$0.42,9.88,12.951,45.426,1.729,16.184,0,180
2019-10-31,NVDA,5.0,$0.10,51.12,5.0,$0.46,10.91,13.0,45.84,1.73,16.12,-1,180
2020-01-31,NVDA,5.89,$0.11,52.03,5.89,$0.50,11.81,13.046000000000001,49.934999999999995,1.732,15.852999999999998,0,180
2020-04-30,NVDA,7.28,$0.13,54.37,7.28,$0.53,13.67,13.092,50.59,1.734,15.630000000000011,0,180
2020-07-31,NVDA,10.58,$0.14,77.68,10.58,$0.56,18.77,13.138,50.976,1.736,16.568000000000005,-1,180
2020-10-31,NVDA,12.5,$0.15,81.73,12.5,$0.62,20.18,13.184000000000001,51.666000000000004,1.738,17.21,-1,180
2021-01-31,NVDA,12.95,$0.17,75.14,12.95,$0.68,19.01,13.23,52.629999999999995,1.74,18.14,-1,180
2021-04-30,NVDA,14.97,$0.21,70.83,14.97,$0.75,19.88,13.276000000000002,53.68599999999999,1.742,18.866,-1,180
2021-07-31,NVDA,19.46,$0.28,69.34,19.46,$0.85,22.97,13.322000000000001,58.86100000000006,1.744,19.157000000000004,-1,180
2021-10-31,NVDA,25.52,$0.32,78.61,25.52,$0.95,26.83,13.368,69.638,1.746,19.544,-1,180
2022-01-31,NVDA,24.44,$0.38,63.52,24.44,$1.06,23.02,13.414000000000001,69.489,1.748,19.736,0,180
2022-04-30,NVDA,18.52,$0.37,49.64,18.52,$1.05,17.62,13.46,69.34,1.75,19.72,0,180
2022-07-31,NVDA,18.14,$0.31,59.46,18.14,$0.95,19.04,13.48,68.758,1.762,19.698,0,180
2022-10-31,NVDA,13.48,$0.24,57.37,13.48,$0.87,15.59,13.5,68.17600000000003,1.774,19.676,0,180
2023-01-31,NVDA,19.52,$0.17,112.18,19.52,$0.90,21.78,13.520000000000001,70.38300000000001,1.786,19.832,-1,180
2023-04-30,NVDA,27.73,$0.19,144.42,27.73,$0.99,27.97,13.540000000000001,73.41600000000001,1.798,20.06,-1,180
2023-07-31,NVDA,46.7,$0.41,112.8,46.7,$1.11,41.93,13.56,76.41,1.81,20.98,-1,180
2023-10-31,NVDA,40.76,$0.76,53.77,40.76,$1.35,30.22,13.58,76.156,1.822,22.256,-1,180
2024-01-31,NVDA,61.5,$1.19,51.51,61.5,$1.74,35.26,13.6,75.90200000000002,1.834,22.985,-1,180
2024-04-30,NVDA,86.37,$1.71,50.51,86.37,$2.00,43.22,13.620000000000001,75.64800000000001,1.846,23.78200000000001,-1,180
2024-07-31,NVDA,116.98,$2.13,54.87,116.98,$2.37,49.41,13.64,75.394,1.858,26.944,-1,180
2024-10-31,NVDA,132.73,$2.54,52.23,132.73,$2.69,49.36,13.66,75.14,1.87,27.97,-1,180
2025-01-31,NVDA,120.05,$2.94,40.86,120.05,$3.24,37.04,13.697000000000001,74.70899999999999,1.87,29.994999999999997,-1,180
2025-04-30,NVDA,108.91,$3.10,35.13,108.91,$3.44,31.68,13.734,74.27800000000002,1.87,31.388000000000005,0,180
2025-07-28,NVDA,176.75,,57.02,176.75,,51.41,13.771,73.84700000000001,1.87,34.18600000000001,-1,180
2011-03-31,TSLA,1.85,$-0.43,0.0,1.85,$0.12,15.81,,,,,0,180
2011-06-30,TSLA,1.94,$-0.14,0.0,1.94,$0.22,8.69,,,,,0,180
2011-09-30,TSLA,1.63,$-0.15,0.0,1.63,$0.19,8.64,,,,,0,180
2011-12-31,TSLA,1.9,$-0.17,0.0,1.9,$0.14,13.32,,,,,0,180
2012-03-31,TSLA,2.48,$-0.19,0.0,2.48,$0.10,25.46,0.0,0.0,8.66,21.6,1,180
2012-06-30,TSLA,2.09,$-0.22,0.0,2.09,$0.04,52.94,0.0,0.0,8.665,39.2,-1,180
2012-09-30,TSLA,1.95,$-0.25,0.0,1.95,$-0.02,-110.91,0.0,0.0,-39.17999999999999,36.45200000000001,1,180
2012-12-31,TSLA,2.26,$-0.25,0.0,2.26,$0.07,31.02,0.0,0.0,-27.224999999999994,37.596,1,180
2013-03-31,TSLA,2.53,$-0.18,0.0,2.53,$0.10,25.88,0.0,0.0,-15.269999999999996,35.404,1,180
2013-06-30,TSLA,7.16,$-0.13,0.0,7.16,$0.35,20.71,0.0,0.0,-3.3149999999999977,33.21199999999999,1,180
2013-09-30,TSLA,12.89,$-0.09,0.0,12.89,$0.31,42.0,0.0,0.0,8.64,42.0,1,180
2013-12-31,TSLA,10.03,$-0.04,0.0,10.03,$0.36,27.76,0.0,0.0,8.645000000000001,40.902,1,180
